iter	Passed	Remaining
1661	37386	7603
1662	37405	7580
1663	37425	7556
1664	37448	7534
1665	37474	7512
1666	37496	7490
1667	37520	7468
1668	37541	7445
1669	37564	7422
1670	37591	7401
1671	37615	7379
1672	37645	7358
1673	37666	7335
1674	37683	7311
1675	37709	7289
1676	37726	7266
1677	37755	7245
1678	37780	7223
1679	37799	7199
1680	37820	7177
1681	37845	7155
1682	37869	7132
1683	37896	7111
1684	37916	7088
1685	37940	7065
1686	37961	7043
1687	37980	7020
1688	38002	6997
1689	38027	6975
1690	38050	6952
1691	38073	6930
1692	38099	6908
1693	38119	6885
1694	38138	6862
1695	38158	6839
1696	38180	6817
1697	38198	6793
1698	38226	6772
1699	38249	6749
1700	38277	6728
1701	38300	6705
1702	38325	6683
1703	38350	6661
1704	38373	6639
1705	38394	6616
1706	38418	6594
1707	38445	6572
1708	38469	6550
1709	38492	6528
1710	38513	6505
1711	38535	6482
1712	38554	6459
1713	38569	6435
1714	38596	6413
1715	38614	6390
1716	38637	6368
1717	38654	6344
1718	38677	6322
1719	38703	6300
1720	38726	6278
1721	38756	6256
1722	38782	6234
1723	38803	6212
1724	38822	6189
1725	38843	6166
1726	38864	6143
1727	38891	6121
1728	38914	6099
1729	38934	6076
1730	38959	6054
1731	38983	6032
1732	39008	6009
1733	39034	5988
1734	39058	5965
1735	39088	5944
1736	39113	5922
1737	39138	5900
1738	39160	5877
1739	39181	5854
1740	39207	5832
1741	39232	5810
1742	39252	5787
1743	39278	5765
1744	39292	5741
1745	39318	5719
1746	39342	5697
1747	39360	5674
1748	39380	5651
1749	39399	5628
1750	39425	5606
1751	39451	5584
1752	39471	5561
1753	39498	5539
1754	39518	5516
1755	39543	5494
1756	39562	5471
1757	39585	5449
1758	39604	5426
1759	39629	5404
1760	39653	5381
1761	39681	5359
1762	39703	5337
1763	39729	5315
1764	39747	5292
1765	39772	5269
1766	39790	5246
1767	39812	5224
1768	39836	5201
1769	39853	5178
1770	39875	5156
1771	39893	5133
1772	39914	5110
1773	39938	5088
1774	39956	5064
1775	39979	5042
1776	40006	5020
1777	40033	4998
1778	40052	4975
1779	40075	4953
1780	40092	4930
1781	40111	4907
1782	40134	4884
1783	40160	4862
1784	40182	4839
1785	40204	4817
1786	40228	4795
1787	40252	4772
1788	40273	4749
1789	40291	4726
1790	40315	4704
1791	40331	4681
1792	40357	4659
1793	40378	4636
1794	40399	4613
1795	40425	4591
1796	40443	4568
1797	40465	4546
1798	40485	4523
1799	40514	4501
1800	40537	4479
1801	40559	4456
1802	40583	4434
1803	40610	4412
1804	40631	4389
1805	40649	4366
1806	40670	4343
1807	40689	4321
1808	40706	4297
1809	40725	4275
1810	40744	4252
1811	40764	4229
1812	40784	4206
1813	40807	4184
1814	40824	4161
1815	40849	4138
1816	40868	4116
1817	40893	4093
1818	40919	4071
1819	40942	4049
1820	40963	4026
1821	40988	4004
1822	41013	3982
1823	41035	3959
1824	41051	3936
1825	41067	3913
1826	41089	3890
1827	41106	3867
1828	41123	3844
1829	41143	3822
1830	41162	3799
1831	41182	3776
1832	41205	3754
1833	41230	3731
1834	41252	3709
1835	41270	3686
1836	41291	3663
1837	41319	3641
1838	41342	3619
1839	41366	3597
1840	41390	3574
1841	41410	3552
1842	41438	3530
1843	41460	3507
1844	41479	3484
1845	41498	3461
1846	41521	3439
1847	41540	3416
1848	41566	3394
1849	41586	3371
1850	41603	3348
1851	41623	3326
1852	41643	3303
1853	41667	3281
1854	41686	3258
1855	41715	3236
1856	41736	3213
1857	41755	3191
1858	41776	3168
1859	41798	3146
1860	41826	3124
1861	41847	3101
1862	41861	3078
1863	41881	3055
1864	41905	3033
1865	41935	3011
1866	41959	2989
1867	41977	2966
1868	42000	2943
1869	42023	2921
1870	42042	2898
1871	42068	2876
1872	42084	2853
1873	42107	2831
1874	42133	2808
1875	42160	2786
1876	42179	2764
1877	42199	2741
1878	42224	2719
1879	42249	2696
1880	42276	2674
1881	42302	2652
1882	42324	2629
1883	42346	2607
1884	42368	2584
1885	42389	2562
1886	42409	2539
1887	42435	2517
1888	42458	2494
1889	42479	2472
1890	42500	2449
1891	42520	2427
1892	42545	2404
1893	42572	2382
1894	42589	2359
1895	42612	2337
1896	42632	2314
1897	42653	2292
1898	42677	2269
1899	42701	2247
1900	42717	2224
1901	42733	2201
1902	42757	2179
1903	42776	2156
1904	42799	2134
1905	42825	2112
1906	42845	2089
1907	42872	2067
1908	42897	2044
1909	42920	2022
1910	42937	1999
1911	42959	1977
1912	42984	1954
1913	43004	1932
1914	43029	1909
1915	43052	1887
1916	43074	1864
1917	43099	1842
1918	43125	1820
1919	43151	1797
1920	43175	1775
1921	43197	1753
1922	43215	1730
1923	43238	1707
1924	43259	1685
1925	43291	1663
1926	43309	1640
1927	43329	1618
1928	43354	1595
1929	43376	1573
1930	43402	1550
1931	43422	1528
1932	43447	1505
1933	43467	1483
1934	43487	1460
1935	43509	1438
1936	43525	1415
1937	43544	1393
1938	43567	1370
1939	43590	1348
1940	43614	1325
1941	43640	1303
1942	43658	1280
1943	43681	1258
1944	43697	1235
1945	43720	1213
1946	43737	1190
1947	43762	1168
1948	43781	1145
1949	43800	1123
1950	43823	1100
1951	43849	1078
1952	43868	1055
1953	43891	1033
1954	43912	1010
1955	43933	988
1956	43952	965
1957	43978	943
1958	44001	920
1959	44020	898
1960	44038	875
1961	44055	853
1962	44077	830
1963	44099	808
1964	44126	785
1965	44147	763
1966	44172	741
1967	44191	718
1968	44214	696
1969	44242	673
1970	44266	651
1971	44288	628
1972	44310	606
1973	44335	583
1974	44360	561
1975	44379	539
1976	44402	516
1977	44426	494
1978	44447	471
1979	44465	449
1980	44486	426
1981	44504	404
1982	44527	381
1983	44552	359
1984	44579	336
1985	44598	314
1986	44625	291
1987	44647	269
1988	44673	247
1989	44700	224
1990	44717	202
1991	44740	179
1992	44759	157
1993	44781	134
1994	44800	112
1995	44824	89
1996	44843	67
1997	44865	44
1998	44889	22
1999	44914	0
